Producing root output for Run00820...
Error in <TGClient::TGClient>: can't open display "localhost:11.0", switching to batch mode...
 In case you run from a remote ssh session, reconnect with ssh -Y
Event start:
  event id:       0x8000
Processed 648500 events.  Analysis rate = 55303.616857 events/seconds. 
Processed 649000 events.  Analysis rate = 47451.836386 events/seconds. 
Processed 649500 events.  Analysis rate = 23248.244758 events/seconds. 
Processed 650000 events.  Analysis rate = 156445.556946 events/seconds. 
Processed 650500 events.  Analysis rate = 30526.894194 events/seconds. 
Processed 651000 events.  Analysis rate = 31547.731718 events/seconds. 
Processed 651500 events.  Analysis rate = 97106.234220 events/seconds. 
Processed 652000 events.  Analysis rate = 24870.672503 events/seconds. 
Processed 652500 events.  Analysis rate = 50296.750830 events/seconds. 
Processed 653000 events.  Analysis rate = 45289.855072 events/seconds. 
Processed 653500 events.  Analysis rate = 26216.442953 events/seconds. 
Processed 654000 events.  Analysis rate = 81846.456048 events/seconds. 
Processed 654500 events.  Analysis rate = 31355.825912 events/seconds. 
Processed 655000 events.  Analysis rate = 30577.299413 events/seconds. 
Processed 655500 events.  Analysis rate = 134444.743211 events/seconds. 
Processed 656000 events.  Analysis rate = 24946.365315 events/seconds. 
Processed 656500 events.  Analysis rate = 43535.045712 events/seconds. 
Processed 657000 events.  Analysis rate = 52105.043768 events/seconds. 
Processed 657500 events.  Analysis rate = 24971.283025 events/seconds. 
Processed 658000 events.  Analysis rate = 90661.831369 events/seconds. 
Processed 658500 events.  Analysis rate = 34411.562285 events/seconds. 
Processed 659000 events.  Analysis rate = 28243.800486 events/seconds. 
Processed 659500 events.  Analysis rate = 151148.730351 events/seconds. 
Processed 660000 events.  Analysis rate = 25540.174695 events/seconds. 
Processed 660500 events.  Analysis rate = 37341.299477 events/seconds. 
Processed 661000 events.  Analysis rate = 61523.317337 events/seconds. 
Processed 661500 events.  Analysis rate = 26903.416734 events/seconds. 
Processed 662000 events.  Analysis rate = 58997.050147 events/seconds. 
Processed 662500 events.  Analysis rate = 35683.699686 events/seconds. 
Processed 663000 events.  Analysis rate = 27424.308907 events/seconds. 
Processed 663500 events.  Analysis rate = 164853.280580 events/seconds. 
Processed 664000 events.  Analysis rate = 26567.481403 events/seconds. 
Processed 664500 events.  Analysis rate = 37498.125094 events/seconds. 
Processed 665000 events.  Analysis rate = 68813.652629 events/seconds. 
Processed 665500 events.  Analysis rate = 24327.348806 events/seconds. 
Processed 666000 events.  Analysis rate = 67150.147730 events/seconds. 
Processed 666500 events.  Analysis rate = 41353.072533 events/seconds. 
Processed 667000 events.  Analysis rate = 23636.191737 events/seconds. 
Processed 667500 events.  Analysis rate = 167616.493463 events/seconds. 
Processed 668000 events.  Analysis rate = 29462.023452 events/seconds. 
Processed 668500 events.  Analysis rate = 32948.929160 events/seconds. 
Processed 669000 events.  Analysis rate = 79630.514413 events/seconds. 
Processed 669500 events.  Analysis rate = 26923.698239 events/seconds. 
Processed 670000 events.  Analysis rate = 48295.180141 events/seconds. 
Processed 670500 events.  Analysis rate = 41349.652663 events/seconds. 
Processed 671000 events.  Analysis rate = 26828.352203 events/seconds. 
Processed 671500 events.  Analysis rate = 111457.868926 events/seconds. 
Processed 672000 events.  Analysis rate = 29493.305020 events/seconds. 
Processed 672500 events.  Analysis rate = 32728.938928 events/seconds. 
Processed 673000 events.  Analysis rate = 94073.377234 events/seconds. 
Processed 673500 events.  Analysis rate = 24948.854848 events/seconds. 
Processed 674000 events.  Analysis rate = 46015.092950 events/seconds. 
Processed 674500 events.  Analysis rate = 54692.627434 events/seconds. 
Processed 675000 events.  Analysis rate = 23221.252090 events/seconds. 
Processed 675500 events.  Analysis rate = 108389.334489 events/seconds. 
Processed 676000 events.  Analysis rate = 33404.596472 events/seconds. 
Processed 676500 events.  Analysis rate = 29059.630362 events/seconds. 
Processed 677000 events.  Analysis rate = 167841.557570 events/seconds. 
Processed 677500 events.  Analysis rate = 23957.834212 events/seconds. 
Processed 678000 events.  Analysis rate = 44068.394148 events/seconds. 
Processed 678500 events.  Analysis rate = 61027.706579 events/seconds. 
Event start:
  event id:       0x8001
  trigger mask:   0x494d
  serial number:     820
  time stamp:     1420772183, Thu Jan  8 18:56:23 2015
  data size:      323465
End of run 820
Custom end run 820
Closing ROOT file 
Error in <TGClient::TGClient>: can't open display "localhost:11.0", switching to batch mode...
 In case you run from a remote ssh session, reconnect with ssh -Y
Event start:
  event id:       0x8000
  trigger mask:   0x494d
  serial number:     820
  time stamp:     1420772183, Thu Jan  8 18:56:23 2015
  data size:      323468
Begin of run 820
Opened output file with name : output00000820.root
Custom: begin run 820
Processed 0 events.
Processed 500 events.  Analysis rate = 164527.805199 events/seconds. 
Processed 1000 events.  Analysis rate = 29215.846675 events/seconds. 
Processed 1500 events.  Analysis rate = 33360.021350 events/seconds. 
Processed 2000 events.  Analysis rate = 67132.116004 events/seconds. 
Processed 2500 events.  Analysis rate = 26922.248546 events/seconds. 
Processed 3000 events.  Analysis rate = 54794.520548 events/seconds. 
Processed 3500 events.  Analysis rate = 40627.285285 events/seconds. 
Processed 4000 events.  Analysis rate = 26954.177898 events/seconds. 
Processed 4500 events.  Analysis rate = 94375.235938 events/seconds. 
Processed 5000 events.  Analysis rate = 29091.755397 events/seconds. 
Processed 5500 events.  Analysis rate = 33196.122693 events/seconds. 
Processed 6000 events.  Analysis rate = 110889.332446 events/seconds. 
Processed 6500 events.  Analysis rate = 24938.899696 events/seconds. 
Processed 7000 events.  Analysis rate = 46983.649690 events/seconds. 
Processed 7500 events.  Analysis rate = 47929.447853 events/seconds. 
Processed 8000 events.  Analysis rate = 24935.168562 events/seconds. 
Processed 8500 events.  Analysis rate = 104449.550867 events/seconds. 
Processed 9000 events.  Analysis rate = 32716.089773 events/seconds. 
Processed 9500 events.  Analysis rate = 29591.051666 events/seconds. 
Processed 10000 events.  Analysis rate = 98328.416912 events/seconds. 
Processed 10500 events.  Analysis rate = 26193.095500 events/seconds. 
Processed 11000 events.  Analysis rate = 41486.890143 events/seconds. 
Processed 11500 events.  Analysis rate = 55716.514375 events/seconds. 
Processed 12000 events.  Analysis rate = 24879.335224 events/seconds. 
Processed 12500 events.  Analysis rate = 81900.081900 events/seconds. 
Processed 13000 events.  Analysis rate = 33543.539514 events/seconds. 
Processed 13500 events.  Analysis rate = 28843.380444 events/seconds. 
Processed 14000 events.  Analysis rate = 170823.368637 events/seconds. 
Processed 14500 events.  Analysis rate = 23964.723926 events/seconds. 
Processed 15000 events.  Analysis rate = 43775.170723 events/seconds. 
Processed 15500 events.  Analysis rate = 57796.786499 events/seconds. 
Processed 16000 events.  Analysis rate = 24942.631947 events/seconds. 
Processed 16500 events.  Analysis rate = 66050.198151 events/seconds. 
Processed 17000 events.  Analysis rate = 40128.410915 events/seconds. 
Processed 17500 events.  Analysis rate = 25315.173915 events/seconds. 
Processed 18000 events.  Analysis rate = 167672.702884 events/seconds. 
Processed 18500 events.  Analysis rate = 28019.052956 events/seconds. 
Processed 19000 events.  Analysis rate = 34865.072171 events/seconds. 
Processed 19500 events.  Analysis rate = 70641.424131 events/seconds. 
Processed 20000 events.  Analysis rate = 25516.713447 events/seconds. 
Processed 20500 events.  Analysis rate = 58802.775491 events/seconds. 
Processed 21000 events.  Analysis rate = 38577.270272 events/seconds. 
Processed 21500 events.  Analysis rate = 26875.940658 events/seconds. 
Processed 22000 events.  Analysis rate = 139664.804469 events/seconds. 
Processed 22500 events.  Analysis rate = 26522.384893 events/seconds. 
Processed 23000 events.  Analysis rate = 35033.632287 events/seconds. 
Processed 23500 events.  Analysis rate = 94321.826071 events/seconds. 
Processed 24000 events.  Analysis rate = 24370.034605 events/seconds. 
Processed 24500 events.  Analysis rate = 53084.191528 events/seconds. 
Processed 25000 events.  Analysis rate = 44863.167340 events/seconds. 
Processed 25500 events.  Analysis rate = 24386.675121 events/seconds. 
Processed 26000 events.  Analysis rate = 140964.195094 events/seconds. 
Processed 26500 events.  Analysis rate = 31244.141723 events/seconds. 
Processed 27000 events.  Analysis rate = 30816.640986 events/seconds. 
Processed 27500 events.  Analysis rate = 80115.366127 events/seconds. 
Processed 28000 events.  Analysis rate = 26897.627629 events/seconds. 
Processed 28500 events.  Analysis rate = 48365.254401 events/seconds. 
Processed 29000 events.  Analysis rate = 45049.103523 events/seconds. 
Processed 29500 events.  Analysis rate = 26916.451335 events/seconds. 
Processed 30000 events.  Analysis rate = 77006.006469 events/seconds. 
Processed 30500 events.  Analysis rate = 32318.531446 events/seconds. 
Processed 31000 events.  Analysis rate = 29909.672788 events/seconds. 
Processed 31500 events.  Analysis rate = 151699.029126 events/seconds. 
Processed 32000 events.  Analysis rate = 24931.438544 events/seconds. 
Processed 32500 events.  Analysis rate = 42027.401866 events/seconds. 
Processed 33000 events.  Analysis rate = 53966.540745 events/seconds. 
Processed 33500 events.  Analysis rate = 24927.709642 events/seconds. 
Processed 34000 events.  Analysis rate = 85034.013605 events/seconds. 
Processed 34500 events.  Analysis rate = 36488.360213 events/seconds. 
Processed 35000 events.  Analysis rate = 26928.048255 events/seconds. 
Processed 35500 events.  Analysis rate = 125596.583773 events/seconds. 
Processed 36000 events.  Analysis rate = 26944.010346 events/seconds. 
Processed 36500 events.  Analysis rate = 36483.035389 events/seconds. 
Processed 37000 events.  Analysis rate = 64094.346879 events/seconds. 
Processed 37500 events.  Analysis rate = 26792.412389 events/seconds. 
Processed 38000 events.  Analysis rate = 56605.909657 events/seconds. 
Processed 38500 events.  Analysis rate = 36597.862685 events/seconds. 
Processed 39000 events.  Analysis rate = 26888.948642 events/seconds. 
Processed 39500 events.  Analysis rate = 167448.091092 events/seconds. 
Processed 40000 events.  Analysis rate = 27008.048398 events/seconds. 
Processed 40500 events.  Analysis rate = 36405.999709 events/seconds. 
Processed 41000 events.  Analysis rate = 73120.795554 events/seconds. 
Processed 41500 events.  Analysis rate = 24390.243902 events/seconds. 
Processed 42000 events.  Analysis rate = 56249.296884 events/seconds. 
Processed 42500 events.  Analysis rate = 46724.605177 events/seconds. 
Processed 43000 events.  Analysis rate = 23247.163846 events/seconds. 
Processed 43500 events.  Analysis rate = 168577.208361 events/seconds. 
Processed 44000 events.  Analysis rate = 30098.723814 events/seconds. 
Processed 44500 events.  Analysis rate = 32038.959375 events/seconds. 
Processed 45000 events.  Analysis rate = 85106.382979 events/seconds. 
Processed 45500 events.  Analysis rate = 25525.832142 events/seconds. 
Processed 46000 events.  Analysis rate = 51727.705359 events/seconds. 
Processed 46500 events.  Analysis rate = 42408.821035 events/seconds. 
Processed 47000 events.  Analysis rate = 26821.156528 events/seconds. 
Processed 47500 events.  Analysis rate = 85851.648352 events/seconds. 
Processed 48000 events.  Analysis rate = 30026.423252 events/seconds. 
Processed 48500 events.  Analysis rate = 32082.130253 events/seconds. 
Processed 49000 events.  Analysis rate = 125596.583773 events/seconds. 
Processed 49500 events.  Analysis rate = 24951.344877 events/seconds. 
Processed 50000 events.  Analysis rate = 44835.007174 events/seconds. 
Processed 50500 events.  Analysis rate = 56167.153449 events/seconds. 
Processed 51000 events.  Analysis rate = 23229.882921 events/seconds. 
Processed 51500 events.  Analysis rate = 102543.068089 events/seconds. 
Processed 52000 events.  Analysis rate = 34018.233773 events/seconds. 
Processed 52500 events.  Analysis rate = 28517.652427 events/seconds. 
Processed 53000 events.  Analysis rate = 127844.541038 events/seconds. 
Processed 53500 events.  Analysis rate = 25453.064549 events/seconds. 
Processed 54000 events.  Analysis rate = 42855.918402 events/seconds. 
Processed 54500 events.  Analysis rate = 59722.885810 events/seconds. 
Processed 55000 events.  Analysis rate = 24935.168562 events/seconds. 
Processed 55500 events.  Analysis rate = 64741.680694 events/seconds. 
Processed 56000 events.  Analysis rate = 37509.377344 events/seconds. 
Processed 56500 events.  Analysis rate = 26427.061311 events/seconds. 
Processed 57000 events.  Analysis rate = 167056.465085 events/seconds. 
Processed 57500 events.  Analysis rate = 27452.918245 events/seconds. 
Processed 58000 events.  Analysis rate = 35640.459049 events/seconds. 
Processed 58500 events.  Analysis rate = 62523.446292 events/seconds. 
Processed 59000 events.  Analysis rate = 26212.319790 events/seconds. 
Processed 59500 events.  Analysis rate = 61553.613197 events/seconds. 
Processed 60000 events.  Analysis rate = 38992.435468 events/seconds. 
Processed 60500 events.  Analysis rate = 26922.248546 events/seconds. 
Processed 61000 events.  Analysis rate = 105130.361648 events/seconds. 
Processed 61500 events.  Analysis rate = 28285.342535 events/seconds. 
Processed 62000 events.  Analysis rate = 34535.156790 events/seconds. 
Processed 62500 events.  Analysis rate = 99443.118536 events/seconds. 
Processed 63000 events.  Analysis rate = 24374.786721 events/seconds. 
Processed 63500 events.  Analysis rate = 51339.973303 events/seconds. 
Processed 64000 events.  Analysis rate = 46138.230137 events/seconds. 
Processed 64500 events.  Analysis rate = 24425.989253 events/seconds. 
Processed 65000 events.  Analysis rate = 129433.083096 events/seconds. 
Processed 65500 events.  Analysis rate = 31849.162367 events/seconds. 
Processed 66000 events.  Analysis rate = 30458.089669 events/seconds. 
Processed 66500 events.  Analysis rate = 89831.117499 events/seconds. 
Processed 67000 events.  Analysis rate = 26221.942522 events/seconds. 
Processed 67500 events.  Analysis rate = 43200.276482 events/seconds. 
Processed 68000 events.  Analysis rate = 53236.797274 events/seconds. 
Processed 68500 events.  Analysis rate = 24885.526578 events/seconds. 
Processed 69000 events.  Analysis rate = 87351.502446 events/seconds. 
Processed 69500 events.  Analysis rate = 32737.510640 events/seconds. 
Processed 70000 events.  Analysis rate = 29573.549417 events/seconds. 
Processed 70500 events.  Analysis rate = 159337.157425 events/seconds. 
Processed 71000 events.  Analysis rate = 24963.802486 events/seconds. 
Processed 71500 events.  Analysis rate = 41545.492314 events/seconds. 
Processed 72000 events.  Analysis rate = 58602.906704 events/seconds. 
Processed 72500 events.  Analysis rate = 24380.729471 events/seconds. 
Processed 73000 events.  Analysis rate = 69599.109131 events/seconds. 
Processed 73500 events.  Analysis rate = 40371.417037 events/seconds. 
Processed 74000 events.  Analysis rate = 25190.185904 events/seconds. 
Processed 74500 events.  Analysis rate = 164095.831966 events/seconds. 
Processed 75000 events.  Analysis rate = 27561.876413 events/seconds. 
Processed 75500 events.  Analysis rate = 35635.378804 events/seconds. 
Processed 76000 events.  Analysis rate = 67421.790723 events/seconds. 
Processed 76500 events.  Analysis rate = 25516.713447 events/seconds. 
Processed 77000 events.  Analysis rate = 61873.530504 events/seconds. 
Processed 77500 events.  Analysis rate = 37369.207773 events/seconds. 
Processed 78000 events.  Analysis rate = 26893.287435 events/seconds. 
Processed 78500 events.  Analysis rate = 154320.987654 events/seconds. 
Processed 79000 events.  Analysis rate = 26705.122042 events/seconds. 
Processed 79500 events.  Analysis rate = 37127.793866 events/seconds. 
Processed 80000 events.  Analysis rate = 76161.462300 events/seconds. 
Processed 80500 events.  Analysis rate = 24961.309970 events/seconds. 
Processed 81000 events.  Analysis rate = 51964.248597 events/seconds. 
Processed 81500 events.  Analysis rate = 48035.354021 events/seconds. 
Processed 82000 events.  Analysis rate = 23795.926137 events/seconds. 
Processed 82500 events.  Analysis rate = 134770.889488 events/seconds. 
Processed 83000 events.  Analysis rate = 30629.747611 events/seconds. 
Processed 83500 events.  Analysis rate = 31472.272928 events/seconds. 
Processed 84000 events.  Analysis rate = 98502.758077 events/seconds. 
Processed 84500 events.  Analysis rate = 24901.638528 events/seconds. 
Processed 85000 events.  Analysis rate = 49920.127796 events/seconds. 
Processed 85500 events.  Analysis rate = 45674.614050 events/seconds. 
Processed 86000 events.  Analysis rate = 26230.196202 events/seconds. 
Processed 86500 events.  Analysis rate = 80606.158310 events/seconds. 
Processed 87000 events.  Analysis rate = 31595.576619 events/seconds. 
Processed 87500 events.  Analysis rate = 30671.083303 events/seconds. 
Processed 88000 events.  Analysis rate = 154655.119084 events/seconds. 
Processed 88500 events.  Analysis rate = 24389.054192 events/seconds. 
Processed 89000 events.  Analysis rate = 43599.581444 events/seconds. 
Processed 89500 events.  Analysis rate = 54806.532939 events/seconds. 
Processed 90000 events.  Analysis rate = 24353.416784 events/seconds. 
Processed 90500 events.  Analysis rate = 89493.466977 events/seconds. 
Processed 91000 events.  Analysis rate = 35860.288317 events/seconds. 
Processed 91500 events.  Analysis rate = 27355.290513 events/seconds. 
Processed 92000 events.  Analysis rate = 118990.956687 events/seconds. 
Processed 92500 events.  Analysis rate = 26913.553666 events/seconds. 
Processed 93000 events.  Analysis rate = 37313.432836 events/seconds. 
Processed 93500 events.  Analysis rate = 66102.591222 events/seconds. 
Processed 94000 events.  Analysis rate = 26224.693171 events/seconds. 
Processed 94500 events.  Analysis rate = 58651.026393 events/seconds. 
Processed 95000 events.  Analysis rate = 37083.735074 events/seconds. 
Processed 95500 events.  Analysis rate = 26699.417953 events/seconds. 
Processed 96000 events.  Analysis rate = 167954.316426 events/seconds. 
Processed 96500 events.  Analysis rate = 27262.813522 events/seconds. 
Processed 97000 events.  Analysis rate = 35994.528832 events/seconds. 
Processed 97500 events.  Analysis rate = 69822.650468 events/seconds. 
Processed 98000 events.  Analysis rate = 23936.042893 events/seconds. 
Processed 98500 events.  Analysis rate = 55997.312129 events/seconds. 
Processed 99000 events.  Analysis rate = 45040.987298 events/seconds. 
Processed 99500 events.  Analysis rate = 23774.428225 events/seconds. 
Processed 100000 events.  Analysis rate = 162179.695102 events/seconds. 
Processed 100500 events.  Analysis rate = 29495.044832 events/seconds. 
Processed 101000 events.  Analysis rate = 32793.336394 events/seconds. 
Processed 101500 events.  Analysis rate = 87627.059236 events/seconds. 
Processed 102000 events.  Analysis rate = 25485.498751 events/seconds. 
Processed 102500 events.  Analysis rate = 50699.655242 events/seconds. 
Processed 103000 events.  Analysis rate = 49280.504632 events/seconds. 
Processed 103500 events.  Analysis rate = 24926.466923 events/seconds. 
Processed 104000 events.  Analysis rate = 99621.438534 events/seconds. 
Processed 104500 events.  Analysis rate = 33271.227043 events/seconds. 
Processed 105000 events.  Analysis rate = 27475.546763 events/seconds. 
Processed 105500 events.  Analysis rate = 132380.195923 events/seconds. 
Processed 106000 events.  Analysis rate = 26209.571736 events/seconds. 
Processed 106500 events.  Analysis rate = 40469.445569 events/seconds. 
Processed 107000 events.  Analysis rate = 57957.575055 events/seconds. 
Processed 107500 events.  Analysis rate = 24901.638528 events/seconds. 
Processed 108000 events.  Analysis rate = 77089.115017 events/seconds. 
Processed 108500 events.  Analysis rate = 33923.604044 events/seconds. 
Processed 109000 events.  Analysis rate = 28081.999438 events/seconds. 
Processed 109500 events.  Analysis rate = 167616.493463 events/seconds. 
Processed 110000 events.  Analysis rate = 24406.912037 events/seconds. 
Processed 110500 events.  Analysis rate = 42412.418356 events/seconds. 
Processed 111000 events.  Analysis rate = 60052.846505 events/seconds. 
Processed 111500 events.  Analysis rate = 24958.817950 events/seconds. 
Processed 112000 events.  Analysis rate = 62625.250501 events/seconds. 
Processed 112500 events.  Analysis rate = 38343.558282 events/seconds. 
Processed 113000 events.  Analysis rate = 26079.699562 events/seconds. 
Processed 113500 events.  Analysis rate = 168067.226891 events/seconds. 
Processed 114000 events.  Analysis rate = 27922.041660 events/seconds. 
Processed 114500 events.  Analysis rate = 34979.711767 events/seconds. 
Processed 115000 events.  Analysis rate = 65155.069064 events/seconds. 
Processed 115500 events.  Analysis rate = 26938.203761 events/seconds. 
Processed 116000 events.  Analysis rate = 56217.674837 events/seconds. 
Processed 116500 events.  Analysis rate = 39910.600255 events/seconds. 
Processed 117000 events.  Analysis rate = 26884.611249 events/seconds. 
Processed 117500 events.  Analysis rate = 99206.349206 events/seconds. 
Processed 118000 events.  Analysis rate = 28682.882056 events/seconds. 
Processed 118500 events.  Analysis rate = 33818.058843 events/seconds. 
Processed 119000 events.  Analysis rate = 105418.511491 events/seconds. 
Processed 119500 events.  Analysis rate = 24431.957000 events/seconds. 
Processed 120000 events.  Analysis rate = 50813.008130 events/seconds. 
Processed 120500 events.  Analysis rate = 46520.282843 events/seconds. 
Processed 121000 events.  Analysis rate = 24437.927664 events/seconds. 
Processed 121500 events.  Analysis rate = 125754.527163 events/seconds. 
Processed 122000 events.  Analysis rate = 32084.188912 events/seconds. 
Processed 122500 events.  Analysis rate = 30044.465809 events/seconds. 
Processed 123000 events.  Analysis rate = 85925.416738 events/seconds. 
Processed 123500 events.  Analysis rate = 26906.312221 events/seconds. 
Processed 124000 events.  Analysis rate = 42276.147797 events/seconds. 
Processed 124500 events.  Analysis rate = 52056.220718 events/seconds. 
Processed 125000 events.  Analysis rate = 25540.174695 events/seconds. 
Processed 125500 events.  Analysis rate = 84530.853762 events/seconds. 
Processed 126000 events.  Analysis rate = 33209.351753 events/seconds. 
Processed 126500 events.  Analysis rate = 29191.966371 events/seconds. 
Processed 127000 events.  Analysis rate = 167616.493463 events/seconds. 
Processed 127500 events.  Analysis rate = 25100.401606 events/seconds. 
Processed 128000 events.  Analysis rate = 40630.586706 events/seconds. 
Processed 128500 events.  Analysis rate = 57273.768614 events/seconds. 
Processed 129000 events.  Analysis rate = 24963.802486 events/seconds. 
Processed 129500 events.  Analysis rate = 67015.145423 events/seconds. 
Processed 130000 events.  Analysis rate = 39707.750953 events/seconds. 
Processed 130500 events.  Analysis rate = 25576.755844 events/seconds. 
Processed 131000 events.  Analysis rate = 167841.557570 events/seconds. 
Processed 131500 events.  Analysis rate = 27674.766148 events/seconds. 
Processed 132000 events.  Analysis rate = 35318.217136 events/seconds. 
Processed 132500 events.  Analysis rate = 68530.701754 events/seconds. 
Processed 133000 events.  Analysis rate = 25486.797839 events/seconds. 
Processed 133500 events.  Analysis rate = 60262.745571 events/seconds. 
Processed 134000 events.  Analysis rate = 37924.757282 events/seconds. 
Processed 134500 events.  Analysis rate = 26862.945253 events/seconds. 
Processed 135000 events.  Analysis rate = 143102.461362 events/seconds. 
Processed 135500 events.  Analysis rate = 26340.743863 events/seconds. 
Processed 136000 events.  Analysis rate = 35075.412136 events/seconds. 
Processed 136500 events.  Analysis rate = 94750.805382 events/seconds. 
Processed 137000 events.  Analysis rate = 24420.024420 events/seconds. 
Processed 137500 events.  Analysis rate = 53112.385808 events/seconds. 
Processed 138000 events.  Analysis rate = 49261.083744 events/seconds. 
Processed 138500 events.  Analysis rate = 23263.388080 events/seconds. 
Processed 139000 events.  Analysis rate = 140726.146918 events/seconds. 
Processed 139500 events.  Analysis rate = 31197.354464 events/seconds. 
Processed 140000 events.  Analysis rate = 30845.157310 events/seconds. 
Processed 140500 events.  Analysis rate = 95584.018352 events/seconds. 
Processed 141000 events.  Analysis rate = 25533.653355 events/seconds. 
Processed 141500 events.  Analysis rate = 49014.802470 events/seconds. 
Processed 142000 events.  Analysis rate = 46352.090479 events/seconds. 
Processed 142500 events.  Analysis rate = 26226.068712 events/seconds. 
Processed 143000 events.  Analysis rate = 78951.523764 events/seconds. 
Processed 143500 events.  Analysis rate = 31942.758577 events/seconds. 
Processed 144000 events.  Analysis rate = 30138.637734 events/seconds. 
Processed 144500 events.  Analysis rate = 145011.600928 events/seconds. 
Processed 145000 events.  Analysis rate = 24970.035957 events/seconds. 
Processed 145500 events.  Analysis rate = 42582.183614 events/seconds. 
Processed 146000 events.  Analysis rate = 53751.881316 events/seconds. 
Processed 146500 events.  Analysis rate = 24933.925098 events/seconds. 
Processed 147000 events.  Analysis rate = 85106.382979 events/seconds. 
Processed 147500 events.  Analysis rate = 35233.598760 events/seconds. 
Processed 148000 events.  Analysis rate = 27670.171555 events/seconds. 
Processed 148500 events.  Analysis rate = 125565.042692 events/seconds. 
Processed 149000 events.  Analysis rate = 26954.177898 events/seconds. 
Processed 149500 events.  Analysis rate = 36563.071298 events/seconds. 
Processed 150000 events.  Analysis rate = 78455.986192 events/seconds. 
Processed 150500 events.  Analysis rate = 24956.326429 events/seconds. 
Processed 151000 events.  Analysis rate = 57260.650481 events/seconds. 
Processed 151500 events.  Analysis rate = 40577.828275 events/seconds. 
Processed 152000 events.  Analysis rate = 25128.153583 events/seconds. 
Processed 152500 events.  Analysis rate = 168180.289270 events/seconds. 
Processed 153000 events.  Analysis rate = 29152.819078 events/seconds. 
Processed 153500 events.  Analysis rate = 33233.632436 events/seconds. 
Processed 154000 events.  Analysis rate = 72254.335260 events/seconds. 
Processed 154500 events.  Analysis rate = 26235.701543 events/seconds. 
Processed 155000 events.  Analysis rate = 49024.414158 events/seconds. 
Processed 155500 events.  Analysis rate = 46412.327114 events/seconds. 
Processed 156000 events.  Analysis rate = 24907.840988 events/seconds. 
Processed 156500 events.  Analysis rate = 115446.779035 events/seconds. 
Processed 157000 events.  Analysis rate = 30051.688905 events/seconds. 
Processed 157500 events.  Analysis rate = 32094.486167 events/seconds. 
Processed 158000 events.  Analysis rate = 112435.349674 events/seconds. 
Processed 158500 events.  Analysis rate = 23832.221163 events/seconds. 
Processed 159000 events.  Analysis rate = 51429.746966 events/seconds. 
Processed 159500 events.  Analysis rate = 48402.710552 events/seconds. 
Processed 160000 events.  Analysis rate = 24988.755060 events/seconds. 
Processed 160500 events.  Analysis rate = 103092.783505 events/seconds. 
Processed 161000 events.  Analysis rate = 33990.482665 events/seconds. 
Processed 161500 events.  Analysis rate = 26977.446854 events/seconds. 
Processed 162000 events.  Analysis rate = 127064.803050 events/seconds. 
Processed 162500 events.  Analysis rate = 26838.432636 events/seconds. 
Processed 163000 events.  Analysis rate = 39745.627981 events/seconds. 
Processed 163500 events.  Analysis rate = 56242.969629 events/seconds. 
Processed 164000 events.  Analysis rate = 25449.177992 events/seconds. 
Processed 164500 events.  Analysis rate = 74128.984433 events/seconds. 
Processed 165000 events.  Analysis rate = 33873.043832 events/seconds. 
Processed 165500 events.  Analysis rate = 28648.369908 events/seconds. 
Processed 166000 events.  Analysis rate = 167560.321716 events/seconds. 
Processed 166500 events.  Analysis rate = 24145.257871 events/seconds. 
Processed 167000 events.  Analysis rate = 42999.656003 events/seconds. 
Processed 167500 events.  Analysis rate = 62096.373572 events/seconds. 
Processed 168000 events.  Analysis rate = 24333.268445 events/seconds. 
Processed 168500 events.  Analysis rate = 64775.229952 events/seconds. 
Processed 169000 events.  Analysis rate = 38862.117208 events/seconds. 
Processed 169500 events.  Analysis rate = 25822.444869 events/seconds. 
Processed 170000 events.  Analysis rate = 167448.091092 events/seconds. 
Processed 170500 events.  Analysis rate = 28207.153334 events/seconds. 
Processed 171000 events.  Analysis rate = 34409.194137 events/seconds. 
Processed 171500 events.  Analysis rate = 66720.042701 events/seconds. 
Processed 172000 events.  Analysis rate = 26060.669238 events/seconds. 
Processed 172500 events.  Analysis rate = 58058.522991 events/seconds. 
Processed 173000 events.  Analysis rate = 40400.775695 events/seconds. 
Processed 173500 events.  Analysis rate = 26221.942522 events/seconds. 
Processed 174000 events.  Analysis rate = 104624.398410 events/seconds. 
Processed 174500 events.  Analysis rate = 29007.367871 events/seconds. 
Processed 175000 events.  Analysis rate = 33326.668000 events/seconds. 
Processed 175500 events.  Analysis rate = 99522.292994 events/seconds. 
Processed 176000 events.  Analysis rate = 24926.466923 events/seconds. 
Processed 176500 events.  Analysis rate = 48737.693732 events/seconds. 
Processed 177000 events.  Analysis rate = 45741.469216 events/seconds. 
Processed 177500 events.  Analysis rate = 24982.512241 events/seconds. 
Processed 178000 events.  Analysis rate = 116740.602382 events/seconds. 
Processed 178500 events.  Analysis rate = 31742.001016 events/seconds. 
Processed 179000 events.  Analysis rate = 30382.208179 events/seconds. 
Processed 179500 events.  Analysis rate = 90760.573607 events/seconds. 
Processed 180000 events.  Analysis rate = 26249.475010 events/seconds. 
Processed 180500 events.  Analysis rate = 43088.590141 events/seconds. 
Processed 181000 events.  Analysis rate = 53293.540823 events/seconds. 
Processed 181500 events.  Analysis rate = 26210.945691 events/seconds. 
Processed 182000 events.  Analysis rate = 73877.068558 events/seconds. 
Processed 182500 events.  Analysis rate = 32842.879664 events/seconds. 
